Summary,Issue Type,Description,Labels
"EP-11: Gestion des Scenarios",Epic,"**Objectif:**
Implementer le systeme complet de gestion des scenarios d'attaque: CRUD, organisation en phases, selection des techniques, et preparation pour l'execution.

**Scope:**
- API CRUD scenarios sur le backend
- Modele de donnees Scenario avec Phases
- UI liste des scenarios
- UI creation/edition de scenario
- Selection des techniques par phase
- Validation de la compatibilite techniques/agents
- Scenarios predefinis (Basic Recon, APT29, etc.)

**Architecture:**
```
Backend API:
GET    /api/v1/scenarios           # Liste
POST   /api/v1/scenarios           # Creer
GET    /api/v1/scenarios/:id       # Detail
PUT    /api/v1/scenarios/:id       # Modifier
DELETE /api/v1/scenarios/:id       # Supprimer

Structure Scenario:
{
  ""id"": ""uuid"",
  ""name"": ""APT29 Emulation"",
  ""description"": ""..."",
  ""phases"": [
    {
      ""name"": ""Reconnaissance"",
      ""order"": 1,
      ""techniques"": [""T1082"", ""T1083"", ""T1057""]
    },
    {
      ""name"": ""Execution"",
      ""order"": 2,
      ""techniques"": [""T1059.001""]
    }
  ]
}
```

**Livrables:**
- API CRUD complete pour les scenarios
- UI liste et formulaire de scenario
- Drag & drop pour organiser les phases
- Selection des techniques avec filtres
- 3 scenarios predefinis importes
- Validation avant execution

**Definition of Done:**
[ ] API CRUD scenarios fonctionnelle
[ ] UI liste scenarios avec actions
[ ] UI creation scenario avec phases
[ ] Selection techniques par tactic
[ ] Validation compatibilite avant exec
[ ] 3 scenarios predefinis disponibles
[ ] Tests API scenarios",scenarios
"EP-12: Orchestrateur d'Attaques",Epic,"**Objectif:**
Implementer l'orchestrateur qui planifie et coordonne l'execution des scenarios sur les agents: planning, dispatch, gestion des timeouts, et collecte des resultats.

**Scope:**
- Service AttackOrchestrator dans le domain
- Planification des taches (matching technique/agent)
- Mise en file d'attente (pending_tasks)
- Gestion des timeouts par technique
- Gestion des erreurs et retry
- Calcul de progression
- Completion et rapport final

**Architecture:**
```
Orchestration Flow:
1. ExecuteScenario(scenarioId, agentPaws[])
2. PlanExecution() -> ExecutionPlan
   - Pour chaque phase, pour chaque technique
   - Trouver agent compatible
   - Creer PlannedTask
3. Pour chaque PlannedTask:
   - Ajouter a pending_tasks
   - Attendre beacon agent
   - Agent execute et retourne resultat
4. Collecter resultats
5. Marquer execution complete
6. Calculer score final

Domain Service:
type AttackOrchestrator struct {
    agentRepo    AgentRepository
    techRepo     TechniqueRepository
    resultRepo   ResultRepository
}

func (o *AttackOrchestrator) PlanExecution(
    scenario *Scenario,
    targetAgents []*Agent,
) (*ExecutionPlan, error)
```

**Livrables:**
- Service orchestrateur dans le domain
- Algorithme de matching technique/agent
- File d'attente persistee en base
- Gestion des timeouts (skip technique si timeout)
- Endpoint pour lancer une execution
- Endpoint pour stopper une execution

**Definition of Done:**
[ ] Orchestrateur planifie correctement les taches
[ ] Taches dispatched aux bons agents
[ ] Timeout respecte (skip si depasse)
[ ] Resultats collectes et stockes
[ ] Progression calculee en temps reel
[ ] Execution peut etre stoppee
[ ] Tests unitaires orchestrateur",orchestrator
"EP-13: Matrice ATT&CK Interactive",Epic,"**Objectif:**
Creer une visualisation interactive de la matrice MITRE ATT&CK avec D3.js, affichant l'etat de couverture en couleurs et permettant l'exploration des techniques.

**Scope:**
- Composant MitreMatrix avec D3.js
- Colonnes par tactic (14 tactics)
- Cellules par technique avec couleur selon statut
- Legende des couleurs (Blocked/Detected/Success/Untested)
- Zoom et pan sur la matrice
- Click sur technique -> detail panel
- Filtres par tactic, status, platform

**Architecture:**
```
Composants React:
├── MitreMatrix.tsx      # Container principal avec D3
├── TacticColumn.tsx     # Colonne d'une tactic
├── TechniqueCell.tsx    # Cellule technique cliquable
├── HeatmapLegend.tsx    # Legende des couleurs
└── TechniqueDetails.tsx # Panel de detail

Couleurs:
- #22c55e (vert)   = Blocked   (defense a bloque)
- #f59e0b (orange) = Detected  (execute mais alerte)
- #ef4444 (rouge)  = Success   (execute sans detection)
- #6b7280 (gris)   = Untested  (pas encore teste)

Statut d'une technique:
function getTechniqueStatus(results: Result[]): Status {
  if (results.some(r => r.status === 'success')) return 'success';
  if (results.some(r => r.status === 'detected')) return 'detected';
  if (results.some(r => r.status === 'blocked')) return 'blocked';
  return 'untested';
}
```

**Livrables:**
- Matrice complete avec les 14 tactics
- Couleurs basees sur les resultats reels
- Panel de detail au click
- Filtres fonctionnels
- Export de la matrice en PNG
- Responsive (scroll horizontal)

**Definition of Done:**
[ ] Matrice affiche toutes les tactics en colonnes
[ ] Techniques colorees selon resultats
[ ] Click ouvre panel de detail
[ ] Filtres par tactic/status fonctionnent
[ ] Tooltips sur hover
[ ] Performance OK avec 200+ techniques
[ ] Export PNG fonctionne","dashboard;d3"
"EP-14: WebSocket & Temps Reel",Epic,"**Objectif:**
Implementer la communication temps reel via WebSocket pour les notifications d'evenements: nouveaux agents, progression des executions, et logs live.

**Scope:**
- Serveur WebSocket avec Gorilla WebSocket
- Hub de gestion des connexions
- Types d'evenements (agent_connected, technique_completed, etc.)
- Authentification WebSocket (JWT dans query param)
- Hook useWebSocket dans le frontend
- Notifications toast pour les evenements
- Live logs pendant l'execution

**Architecture:**
```
Backend WebSocket:
/ws/live?token=jwt

Types d'evenements:
- agent_connected
- agent_disconnected
- execution_started
- technique_started
- technique_completed
- execution_completed
- error

Payload exemple:
{
  ""type"": ""technique_completed"",
  ""timestamp"": ""2026-01-29T10:30:15Z"",
  ""payload"": {
    ""execution_id"": ""exec-001"",
    ""technique_id"": ""T1082"",
    ""agent_paw"": ""agent-001"",
    ""status"": ""success"",
    ""duration_ms"": 1523
  }
}

Frontend:
const { lastMessage, connectionStatus } = useWebSocket(
  'wss://localhost:8443/ws/live'
);
```

**Livrables:**
- Serveur WebSocket fonctionnel
- Hub avec gestion des subscriptions
- Broadcast des evenements en temps reel
- Hook React useWebSocket
- Composant de notification toast
- Indicateur de connexion WebSocket
- Live logs pendant execution

**Definition of Done:**
[ ] WebSocket server accepte connexions
[ ] Authentification JWT validee
[ ] Evenements broadcast a tous les clients
[ ] useWebSocket hook fonctionne
[ ] Notifications toast affichees
[ ] Live logs pendant execution
[ ] Reconnexion automatique si deconnexion",websocket
"EP-15: Rapports & Score",Epic,"**Objectif:**
Implementer le systeme de reporting avec calcul du score de securite, rapports de couverture, et export PDF.

**Scope:**
- Calcul du score de securite (formule: blocked*100 + detected*50 / total*100)
- Composant SecurityScore avec gauge visuelle
- Rapport de couverture par tactic
- Historique des scores (tendance)
- Export PDF du rapport
- Export JSON des resultats

**Architecture:**
```
Calcul du Score:
Score = (blocked * 100 + detected * 50) / (total_tested * 100) * 100

Exemple:
- 45 blocked -> 4500 points
- 12 detected -> 600 points
- 8 success -> 0 points
- Total: 65 techniques testees
Score = (4500 + 600) / (65 * 100) = 78%

Composants:
├── SecurityScore.tsx     # Gauge circulaire avec score
├── CoverageReport.tsx    # Couverture par tactic
├── TrendChart.tsx        # Evolution du score
├── TechniqueReport.tsx   # Detail par technique
└── ExportPDF.tsx         # Generation PDF

API Endpoints:
GET /api/v1/reports/score                 # Score actuel
GET /api/v1/reports/coverage              # Couverture par tactic
GET /api/v1/reports/history?days=30       # Historique
GET /api/v1/reports/export/pdf            # Export PDF
GET /api/v1/reports/export/json           # Export JSON
```

**Livrables:**
- API de calcul du score
- Composant gauge de score
- Rapport de couverture par tactic (bar chart)
- Graphique de tendance (line chart)
- Export PDF avec wkhtmltopdf ou puppeteer
- Export JSON des donnees

**Definition of Done:**
[ ] Score calcule selon la formule
[ ] Gauge visuelle du score
[ ] Rapport couverture par tactic
[ ] Graphique tendance sur 30 jours
[ ] Export PDF genere correctement
[ ] Export JSON complet
[ ] Tests calcul du score",reports
"EP-16: Agent Linux",Epic,"**Objectif:**
Adapter l'agent Rust pour fonctionner sur Linux (Ubuntu 20+, Debian 11+) avec les executors bash/sh et les techniques adaptees.

**Scope:**
- Cross-compilation Linux (x86_64, aarch64)
- Executor Bash fonctionnel
- Executor Sh (fallback)
- Adaptation des techniques Discovery pour Linux
- Detection de la distribution (Ubuntu, Debian, CentOS)
- Tests sur VMs Linux
- Script d'installation Linux

**Architecture:**
```
Cross-compilation targets:
- x86_64-unknown-linux-gnu      # Linux x64
- aarch64-unknown-linux-gnu     # Linux ARM64 (Raspberry Pi, etc.)

Executor Linux:
pub struct BashExecutor;

impl Executor for BashExecutor {
    fn execute(&self, command: &str, timeout: Duration) -> Result<Output> {
        Command::new(""/bin/bash"")
            .args(&[""-c"", command])
            .output()
    }
}

Techniques adaptees:
T1082 Linux: uname -a; cat /etc/os-release; hostnamectl
T1057 Linux: ps aux; top -bn1
T1016 Linux: ip addr; cat /etc/resolv.conf
T1087 Linux: cat /etc/passwd; id; groups
```

**Livrables:**
- Agent compile pour Linux x64 et ARM64
- Executor bash fonctionnel
- 6 techniques Discovery adaptees Linux
- Script d'installation one-liner Linux
- Tests sur Ubuntu 20.04 et Debian 11

**Definition of Done:**
[ ] Agent compile pour Linux x64
[ ] Agent compile pour Linux ARM64
[ ] Beacon fonctionne sur Linux
[ ] Techniques Discovery executent sur Linux
[ ] Binaire <5MB
[ ] Script install.sh fonctionne
[ ] Tests sur Ubuntu et Debian","agent;linux"
"EP-17: Profils Adversaires",Epic,"**Objectif:**
Implementer les profils adversaires (APT groups) predefinies avec leur mapping de techniques MITRE, permettant de simuler des attaquants specifiques.

**Scope:**
- Modele AdversaryProfile avec techniques associees
- Import des profils depuis MITRE ATT&CK
- API CRUD profils adversaires
- UI liste et detail des profils
- Creation de scenario depuis un profil
- 5 profils predefinis (APT29, APT28, FIN7, Lazarus, Wizard Spider)

**Architecture:**
```
Modele:
type AdversaryProfile struct {
    ID          string
    Name        string      // ""APT29 - Cozy Bear""
    Description string
    Techniques  []string    // [""T1059.001"", ""T1082"", ...]
    Country     string      // ""Russia""
    Targets     []string    // [""Government"", ""Energy""]
    References  []string    // URLs MITRE
}

Profils predefinis:
├── APT29 (Cozy Bear)    - Russia - Government targeting
├── APT28 (Fancy Bear)   - Russia - Political targeting
├── FIN7 (Carbanak)      - Financial crime
├── Lazarus Group        - North Korea - Financial
└── Wizard Spider        - Ransomware (Ryuk, Conti)

API:
GET    /api/v1/adversaries           # Liste
GET    /api/v1/adversaries/:id       # Detail avec techniques
POST   /api/v1/scenarios/from-adversary/:id  # Creer scenario
```

**Livrables:**
- Modele et table adversary_profiles
- 5 profils predefinis avec techniques reelles
- API de listing et detail
- UI avec cards des profils
- Bouton ""Creer scenario depuis ce profil""
- Lien vers la page MITRE de chaque profil

**Definition of Done:**
[ ] 5 profils predefinis en base
[ ] API listing et detail fonctionnelle
[ ] UI affiche les profils avec logo/description
[ ] Detail affiche les techniques du profil
[ ] Creation scenario depuis profil fonctionne
[ ] Techniques du profil validees avec MITRE
[ ] References MITRE incluses",adversaries
"EP-18: Tests & Qualite",Epic,"**Objectif:**
Mettre en place une suite de tests complete (unitaires, integration, E2E) avec une couverture minimale de 70% sur le code critique.

**Scope:**
- Tests unitaires Go (domain, application)
- Tests unitaires Rust (executors, beacon)
- Tests unitaires React (composants, hooks)
- Tests d'integration API (endpoints)
- Tests E2E avec Playwright
- Configuration coverage reports
- Integration dans CI/CD

**Architecture:**
```
Structure des tests:

Server (Go):
├── internal/domain/entity/*_test.go
├── internal/domain/service/*_test.go
├── internal/application/*_test.go
└── internal/infrastructure/api/rest/handlers/*_test.go

Agent (Rust):
└── src/
    ├── executor/*_test.rs
    ├── beacon/*_test.rs
    └── lib.rs (integration tests)

Dashboard (React):
├── src/components/**/*.test.tsx
├── src/hooks/*.test.ts
└── e2e/*.spec.ts (Playwright)

Coverage targets:
- Go domain layer: >80%
- Go application layer: >70%
- Rust core: >70%
- React components: >60%
- Overall: >70%
```

**Livrables:**
- Tests unitaires pour chaque composant
- Tests d'integration API
- Tests E2E scenarios critiques (login, execute scenario)
- Rapport de coverage genere par CI
- Badge coverage dans README

**Definition of Done:**
[ ] Tests Go domain >80% coverage
[ ] Tests Go application >70% coverage
[ ] Tests Rust executors couverts
[ ] Tests React composants critiques
[ ] Tests E2E login et execution scenario
[ ] CI genere rapport coverage
[ ] Coverage global >70%
[ ] Tous les tests passent en CI",tests
"EP-19: Documentation",Epic,"**Objectif:**
Creer une documentation complete: technique (API, architecture), utilisateur (guides), et developpeur (contribution).

**Scope:**
- Documentation API avec OpenAPI/Swagger
- Guide d'installation et deploiement
- Guide utilisateur (fonctionnalites)
- Guide developpeur (contribution, architecture)
- Documentation des techniques MITRE implementees
- Schemas d'architecture (diagrams)
- Changelog et release notes

**Architecture:**
```
docs/
├── api/
│   └── openapi.yaml         # Spec OpenAPI 3.0
├── architecture/
│   ├── overview.md          # Vue d'ensemble
│   ├── hexagonal.md         # Architecture hexagonale
│   └── diagrams/            # Schemas PlantUML/Mermaid
├── deployment/
│   ├── docker.md            # Deploiement Docker
│   ├── kubernetes.md        # Deploiement K8s (optionnel)
│   └── production.md        # Checklist production
├── user-guide/
│   ├── getting-started.md   # Premier pas
│   ├── scenarios.md         # Creer et executer scenarios
│   ├── agents.md            # Deployer et gerer agents
│   └── reports.md           # Comprendre les rapports
├── developer/
│   ├── contributing.md      # Guide contribution
│   ├── coding-standards.md  # Standards de code
│   └── testing.md           # Ecrire des tests
└── techniques/
    └── implementation.md    # Ajouter une technique
```

**Livrables:**
- Spec OpenAPI complete et validee
- Swagger UI accessible (/api/docs)
- Guide utilisateur 10+ pages
- Guide developpeur avec exemples
- Schemas d'architecture a jour
- README principal complet

**Definition of Done:**
[ ] OpenAPI spec couvre toutes les routes
[ ] Swagger UI fonctionne
[ ] Guide utilisateur couvre tous les use cases
[ ] Guide installation step by step
[ ] Guide contribution avec PR template
[ ] Schemas architecture a jour
[ ] README badges et quick start",docs
"EP-20: Docker & Deploiement",Epic,"**Objectif:**
Conteneuriser tous les composants et fournir une solution de deploiement complete avec Docker et docker-compose.

**Scope:**
- Dockerfile pour le Server Go (multi-stage)
- Dockerfile pour le Dashboard (nginx)
- docker-compose.yml complet (server, dashboard, db)
- Configuration nginx reverse proxy
- Variables d'environnement documentees
- Scripts de deploiement
- Health checks et restart policies

**Architecture:**
```
deployments/docker/
├── Dockerfile.server        # Multi-stage Go build
├── Dockerfile.dashboard     # Build React + nginx
├── docker-compose.yml       # Orchestration complete
├── nginx.conf               # Reverse proxy config
└── .env.example             # Variables d'environnement

docker-compose.yml:
services:
  server:
    build:
      context: ../../server
      dockerfile: ../deployments/docker/Dockerfile.server
    environment:
      - DATABASE_URL=sqlite:///data/autostrike.db
      - JWT_SECRET=${JWT_SECRET}
    volumes:
      - data:/data
    healthcheck:
      test: [""CMD"", ""curl"", ""-f"", ""http://localhost:8080/health""]

  dashboard:
    build:
      context: ../../dashboard
      dockerfile: ../deployments/docker/Dockerfile.dashboard
    depends_on:
      - server

  nginx:
    image: nginx:alpine
    ports:
      - ""443:443""
    volumes:
      - ./nginx.conf:/etc/nginx/nginx.conf
      - ./certs:/etc/nginx/certs
```

**Livrables:**
- Dockerfiles optimises (multi-stage, small images)
- docker-compose.yml fonctionnel
- Configuration nginx avec SSL
- Scripts start.sh et stop.sh
- Documentation deploiement
- Health checks configures

**Definition of Done:**
[ ] docker-compose up demarre tout
[ ] Server image <100MB
[ ] Dashboard image <50MB
[ ] HTTPS fonctionne via nginx
[ ] Health checks passent
[ ] Volumes persistent data
[ ] Documentation deploiement complete
[ ] .env.example documente","devops;docker"
"[US-001] Visualiser couverture MITRE ATT&CK",Story,"En tant qu'analyste SOC, je veux visualiser la couverture MITRE ATT&CK de mon SI pour identifier rapidement les lacunes de detection et prioriser les ameliorations de mes regles.

**Criteres d'acceptation:**
- [ ] La matrice MITRE ATT&CK est affichee avec toutes les tactiques (colonnes) et techniques (lignes)
- [ ] Chaque cellule est coloree selon le status: vert (bloque), jaune (detecte), rouge (non detecte), gris (non teste)
- [ ] Une legende explicative des couleurs est visible en permanence
- [ ] Au survol d'une technique, un tooltip affiche: nom, ID MITRE, description, derniere date de test
- [ ] La navigation permet zoom in/out et pan (drag) fluide
- [ ] La matrice est responsive et s'adapte aux ecrans (min 1024px)
- [ ] Le temps de chargement initial est < 3 secondes

**Regles de gestion associees:**
- RG-003: Agent heartbeat - Les donnees refletent l'etat des agents online uniquement
- RG-006: Logs immuables - L'historique des resultats ne peut etre modifie
- RG-007: Score calculation - Le score affiche utilise la formule (blocked*100 + detected*50) / (total*100)

**Definition of Done:**
- [ ] Code review approuvee par au moins 1 pair
- [ ] Tests unitaires couvrant >80% du composant
- [ ] Tests E2E validant la navigation et l'affichage
- [ ] Documentation technique du composant
- [ ] Accessibilite WCAG AA verifiee (contraste, navigation clavier, aria-labels)
- [ ] Performance testee avec >500 techniques",mvp;us;frontend
"[US-002] Score de securite global",Story,"En tant que RSSI, je veux disposer d'un score de securite global pour presenter l'etat de securite de l'entreprise a la direction et justifier les investissements.

**Criteres d'acceptation:**
- [ ] Score affiche de 0 a 100 avec indicateur visuel (jauge ou cercle de progression)
- [ ] La formule appliquee est: (blocked*100 + detected*50) / (total*100)
- [ ] Un graphique historique montre l'evolution du score sur les 30/90/365 derniers jours
- [ ] La comparaison avec le score precedent est visible (fleche up/down + delta)
- [ ] Un code couleur indique le niveau: rouge (<40), orange (40-70), vert (>70)
- [ ] Le score se rafraichit automatiquement apres chaque execution de scenario

**Regles de gestion associees:**
- RG-001: Authentification obligatoire - Seuls les utilisateurs authentifies voient le score
- RG-006: Logs immuables - L'historique des scores est conserve et non modifiable
- RG-007: Score calculation - Formule standardisee pour tous les calculs

**Definition of Done:**
- [ ] Code review approuvee
- [ ] Tests unitaires du calcul de score (cas nominaux et limites)
- [ ] Tests d'integration avec les donnees de resultats
- [ ] Documentation de la formule et des seuils
- [ ] Validation metier par le Product Owner
- [ ] Export des donnees possible pour reporting externe",mvp;us;dashboard
"[US-003] Lancer un scenario predefini",Story,"En tant qu'operateur, je veux lancer un scenario predefini en 1 clic pour tester rapidement mes defenses sans configuration complexe.

**Criteres d'acceptation:**
- [ ] La liste des scenarios disponibles s'affiche avec: nom, description, nombre de techniques, duree estimee
- [ ] L'operateur peut selectionner un ou plusieurs agents cibles via checkboxes
- [ ] Une modale de confirmation affiche le resume avant execution: scenario, agents, techniques
- [ ] L'execution demarre et redirige automatiquement vers la page de monitoring
- [ ] Un message d'erreur s'affiche si aucun agent n'est disponible ou compatible
- [ ] L'operateur peut annuler a tout moment (avant confirmation)

**Regles de gestion associees:**
- RG-001: Authentification obligatoire - Role ""Operator"" minimum requis
- RG-003: Agent heartbeat - Seuls les agents online sont selectionnables
- RG-004: Technique safe only - En mode production, seules les techniques safe sont executees
- RG-005: Cleanup obligatoire - Le scenario doit inclure le nettoyage automatique

**Definition of Done:**
- [ ] Code review approuvee
- [ ] Tests unitaires des validations (agents, permissions)
- [ ] Tests E2E du flow complet: selection -> confirmation -> redirection
- [ ] Documentation utilisateur du processus
- [ ] Gestion des erreurs et messages explicites
- [ ] Logs d'audit generes pour chaque execution",mvp;us;scenarios
"[US-004] Deployer un agent facilement",Story,"En tant qu'administrateur IT, je veux deployer un agent facilement pour ajouter rapidement des machines au perimetre de test sans processus complexe.

**Criteres d'acceptation:**
- [ ] La page affiche les options de deploiement par plateforme (Windows/Linux)
- [ ] Une commande one-liner est generee avec token d'authentification unique
- [ ] La commande est copiable en 1 clic (bouton copier avec feedback visuel)
- [ ] L'agent s'installe automatiquement et s'enregistre aupres du serveur
- [ ] Le nouvel agent apparait dans la liste < 30 secondes apres installation
- [ ] Les informations collectees incluent: hostname, IP, OS, version, username

**Regles de gestion associees:**
- RG-001: Authentification obligatoire - Role ""Admin"" requis pour generer les commandes
- RG-003: Agent heartbeat - Le nouvel agent commence a envoyer des heartbeats immediatement
- Token d'installation expire apres 24h pour securite

**Definition of Done:**
- [ ] Code review approuvee
- [ ] Scripts de deploiement testes sur Windows 10/11 et Ubuntu 20.04/22.04
- [ ] Tests d'integration de l'enregistrement automatique
- [ ] Documentation des prerequis et troubleshooting
- [ ] Securisation du token de deploiement (chiffrement, expiration)
- [ ] Logs d'audit des deploiements",mvp;us;agents
"[US-005] Voir resultats en temps reel",Story,"En tant qu'utilisateur, je veux voir les resultats en temps reel pour suivre l'execution des tests et reagir immediatement si necessaire.

**Criteres d'acceptation:**
- [ ] La connexion WebSocket est etablie automatiquement a l'ouverture de la page
- [ ] Une barre de progression indique l'avancement global (X/Y techniques)
- [ ] Les logs s'affichent en direct avec horodatage et niveau (info, warning, error)
- [ ] Chaque technique affiche son status en temps reel: pending, running, success, failed
- [ ] L'interface permet de filtrer les logs par niveau ou par technique
- [ ] En cas de deconnexion WebSocket, une reconnexion automatique est tentee

**Regles de gestion associees:**
- RG-001: Authentification obligatoire - Token JWT valide requis pour WebSocket
- RG-002: Timeout session - Deconnexion WebSocket apres 30 min d'inactivite
- RG-006: Logs immuables - Tous les logs sont persistes et non modifiables

**Definition of Done:**
- [ ] Code review approuvee
- [ ] Tests unitaires du parsing des messages WebSocket
- [ ] Tests d'integration WebSocket avec scenarios de reconnexion
- [ ] Performance validee: <100ms de latence pour les updates
- [ ] Documentation du protocole WebSocket
- [ ] Gestion gracieuse des erreurs de connexion",mvp;us;realtime
"[US-006] Voir liste des agents",Story,"En tant qu'operateur, je veux voir la liste des agents connectes pour connaitre mon perimetre de test et leur disponibilite.

**Criteres d'acceptation:**
- [ ] La liste affiche tous les agents avec colonnes: hostname, IP, OS, username, status, derniere connexion
- [ ] Le status est clairement visible: badge vert (online), rouge (offline), orange (heartbeat manque)
- [ ] Les actions disponibles par agent: voir details, supprimer (avec confirmation)
- [ ] Des filtres permettent de trier par: status (online/offline), plateforme (Windows/Linux)
- [ ] Une barre de recherche permet de filtrer par hostname ou IP
- [ ] Le refresh automatique met a jour les status toutes les 30 secondes

**Regles de gestion associees:**
- RG-001: Authentification obligatoire - Role ""Operator"" minimum requis
- RG-003: Agent heartbeat - Agent offline apres 3 beacons manques (90 secondes)
- La suppression d'un agent est definitive et tracee

**Definition of Done:**
- [ ] Code review approuvee
- [ ] Tests unitaires des filtres et de la recherche
- [ ] Tests E2E de la pagination et du tri
- [ ] Documentation des etats d'agent
- [ ] Accessibilite du tableau (navigation clavier, lecteur d'ecran)
- [ ] Performance avec >100 agents affichable sans degradation",mvp;us;agents
"[US-007] Me connecter au dashboard",Story,"En tant qu'utilisateur, je veux me connecter au dashboard pour acceder aux fonctionnalites selon mon role et mes permissions.

**Criteres d'acceptation:**
- [ ] La page de login affiche un formulaire avec champs email et mot de passe
- [ ] La validation cote client verifie le format email et la presence du mot de passe
- [ ] En cas de succes, un token JWT est stocke et l'utilisateur est redirige vers le dashboard
- [ ] En cas d'echec, un message d'erreur generique s'affiche (securite: pas de detail)
- [ ] Le token est rafraichi automatiquement avant expiration (refresh token)
- [ ] Un bouton ""Mot de passe oublie"" permet la reinitialisation (V2)

**Regles de gestion associees:**
- RG-001: Authentification obligatoire - Toute page (sauf login) requiert un token valide
- RG-002: Timeout session - Session expire apres 30 min d'inactivite
- Maximum 5 tentatives de connexion avant blocage temporaire (15 min)
- Mot de passe: minimum 12 caracteres, 1 majuscule, 1 chiffre, 1 special

**Definition of Done:**
- [ ] Code review approuvee
- [ ] Tests unitaires de validation des champs
- [ ] Tests d'integration de l'authentification JWT
- [ ] Tests de securite: injection SQL, XSS, brute force
- [ ] Documentation du flow d'authentification
- [ ] Conformite RGPD: pas de logs des mots de passe",mvp;us;auth
"[US-010] Creer scenarios custom",Story,"En tant que pentester, je veux creer des scenarios custom pour tester des cas specifiques correspondant a mes missions Red Team.

**Criteres d'acceptation:**
- [ ] Une interface wizard guide la creation: nom, description, phases, techniques
- [ ] L'ajout de phases permet de structurer le scenario (Reconnaissance, Initial Access, etc.)
- [ ] Un catalogue de techniques MITRE est disponible avec recherche et filtres par tactic
- [ ] Le drag-and-drop permet de reordonner les phases et techniques
- [ ] La sauvegarde en brouillon permet de reprendre la creation plus tard
- [ ] L'edition d'un scenario existant est possible (sauf si en cours d'execution)
- [ ] Un bouton ""Dupliquer"" permet de creer une variante d'un scenario existant

**Regles de gestion associees:**
- RG-001: Authentification obligatoire - Role ""Pentester"" ou ""Admin"" requis
- RG-004: Technique safe only - Un warning s'affiche pour les techniques non-safe
- RG-005: Cleanup obligatoire - Le scenario doit inclure des etapes de cleanup
- Validation: au moins 1 technique par scenario

**Definition of Done:**
- [ ] Code review approuvee
- [ ] Tests unitaires de la validation du schema de scenario
- [ ] Tests E2E du flow de creation complet
- [ ] Documentation utilisateur avec exemples
- [ ] UX testee avec des utilisateurs pentesters
- [ ] Import/Export de scenarios en JSON",should-have;us;scenarios
"[US-011] Exporter rapport PDF",Story,"En tant que RSSI, je veux exporter un rapport PDF pour les audits externes et les presentations a la direction.

**Criteres d'acceptation:**
- [ ] Un bouton ""Exporter PDF"" est accessible depuis le dashboard et les resultats
- [ ] Le rapport inclut un resume executif (1 page) avec score, tendance, points cles
- [ ] Une section detaillee liste chaque technique testee avec resultat et recommandation
- [ ] La matrice MITRE est incluse en version imprimable (couleurs adaptees)
- [ ] Le rapport est genere cote serveur et telechargeable (lien temporaire 24h)
- [ ] Les options d'export permettent de selectionner la periode et le niveau de detail

**Regles de gestion associees:**
- RG-001: Authentification obligatoire - Role ""RSSI"" ou ""Admin"" pour export complet
- RG-006: Logs immuables - Le rapport reflete les donnees exactes au moment de l'export
- Watermark avec date de generation et nom de l'utilisateur

**Definition of Done:**
- [ ] Code review approuvee
- [ ] Tests unitaires de la generation PDF
- [ ] Tests d'integration avec differents volumes de donnees
- [ ] Template PDF valide par le Product Owner
- [ ] Performance: generation < 30 secondes pour 1000 techniques
- [ ] Accessibilite: PDF tagge pour lecteurs d'ecran",should-have;us;reporting
